"1302208","初恋滋味","720","喜剧","6.9","2001-09-27","2001"
"1302212","忍无可忍","1402","剧情","6.9","2002-05-24","2002"
"1302242","特务迷城","20298","喜剧","6.5","2001-01-18","2001"
"1302244","咒乐园","6831","剧情","5.8","2003-10-23","2003"
"1302255","大反弹","148","喜剧","5.4","2004-01-30","2004"
"1302271","的士速递2","37689","喜剧","7.8","2000-03-29","2000"
"1302278","丰胸秘CUP","2620","喜剧","5.3","2002-01-24","2002"
"1302279","俄罗斯方舟","7373","剧情","7.6","2002-11-08","2002"
"1302303","原罪","55608","剧情","7.4","2001-07-11","2001"
"1302322","马里布绑票案","116","喜剧","6.7","2003-04-18","2003"
"1302325","毁灭之路","29481","剧情","7.7","2002-07-12","2002"
"1302340","千钧一刻","1554","剧情","6.8","2001-03-09","2001"
"1302341","惊天骇地","269","喜剧","6.7","2001-02-20","2001"
"1302344","非常小特务","11863","喜剧","6.4","2001-03-18","2001"
"1302345","似曾相识","1173","喜剧","6.6","2001-06-07","2001"
"1302347","醉马时刻","868","剧情","8.2","2000-09-13","2000"
"1302348","以毒攻毒","500","剧情","5.9","2001-03-16","2001"
"1302353","当爱变成习惯","148","剧情","6.7","2003-04-12","2002"
"1302358","哈啦大发师","305","剧情","7","2002-09-13","2002"
"1302379","坏小子特攻","6381","剧情","6","2000-12-15","2000"
"1302389","怪兽学园","342","喜剧","5.2",,"2002"
"1302429","佛莱迪大战杰森","7700","惊悚","6.3","2003-08-13","2003"
"1302434","机动部队","51849","剧情","8","2003-04-17","2003"
"1302475","闪电风暴","58","动作","6.4","2001-11-03","2001"
"1302476","麦兜故事","145193","剧情","8.5","2001-12-15","2001"
"1302501","新娘的儿子","216","剧情","7.9","2001-08-16","2001"
"1302559","青涩恋爱","2666","剧情","7.6","2001-11-23","2001"
"1302644","撞翻姻缘路","42","喜剧","5.4","2002-05-31","2002"
"1302661","飞天小女警 剧场版","18092","剧情","8","2002-07-03","2002"
"1302674","雅加达","66","喜剧","5.1","2000-12-30","2000"
"1302680","太空游侠","748","喜剧","7.5","2000-04-08","2000"
"1302692","大宅心慌慌","128","剧情","7.1","2003-05-15","2003"
"1302705","天地英雄","24791","剧情","6.5","2003-09-23","2003"
"1302725","等候董建华发落","1467","剧情","7.2","2001-05-10","2001"
"1302769","失忆界女王","27033","喜剧","6.2","2003-04-10","2003"
"1302774","漂流街","295","剧情","5.9","2000-09-15","2000"
"1302776","我爱贝克汉姆","7315","剧情","6.5","2002-04-11","2002"
"1302782","沉默的约定","49","剧情","6.2","2003-03-05","2003"
"1302786","天脉传奇","17858","动作","5.4","2002-08-01","2002"
"1302795","茉莉花开","43625","剧情","7.3","2006-04-25","2004"
"1302810","寻找阿拉布兰蒂","146","剧情","6.9","2000-05-04","2000"
"1302813","中国晚餐","129","剧情","7.1","2001-03-16","2001"
"1302820","清风明月","240","剧情","5.8","2003-07-16","2003"
"1302827","人工智能","262530","剧情","8.6","2001-06-29","2001"
"1302850","女生出拳","100","剧情","6.8","2000-11-23","2000"
"1302855","测不准原理","164","剧情","7.4","2002-08-30","2002"
"1302877","禁欲40天","2652","剧情","6.2","2002-03-01","2002"
"1302909","金婚","70","剧情","7.8","2000-06-01","2000"
"1302987","珍珠港","178088","剧情","7.9","2001-08-10","2001"
"1303010","蒙娜丽莎的微笑","41709","剧情","7.8","2004-02-12","2003"
"1303013","非常凶姐","413","喜剧","5.3","2002-04-18","2002"
"1303015","每个人都成名","62","剧情","7.3","2000-04-12","2000"
"1303112","麻辣宝贝","7012","剧情","7","2003-08-15","2003"
"1303128","真爱向前行","40","剧情","6.6","2000-12-09","2000"
"1303139","玩命快递","83137","动作","7.3","2002-10-11","2002"
"1303156","悭钱家族","9498","喜剧","6.2","2002-06-06","2002"
"1303167","生活秀","3069","剧情","7","2003-11-04","2002"
"1303184","异度空间","68775","剧情","7.4","2002-03-28","2002"
"1303197","我的宝贝会说话","840","喜剧","6.3","2000-03-30","2000"
"1303203","瘦身男女","120916","喜剧","6.8","2001-06-21","2001"
"1303217","紫蝴蝶","7611","剧情","6.6","2003-05-22","2003"
"1303234","巧克力男孩","439","剧情","7","2000-04-19","2000"
"1303237","驱魔人前传","3960","惊悚","6.5","2004-08-20","2004"
"1303240","战战兢兢","343","喜剧","7","2003-04-13","2003"
"1303246","狙击电话亭","145383","悬疑","7.9","2002-09-10","2002"
"1303248","迈克斯的壮举","174","喜剧","6.3","2001-10-05","2001"
"1303254","最爱你","844","剧情","6.9","2003-02-14","2003"
"1303264","遗忘列宁","394","剧情","7.6","2001-05-16","2001"
"1303273","当黑夜降临","1738","剧情","7.6","2000-09-03","2000"
"1303277","吸血鬼魅影","549","剧情","7.1","2000-05-15","2000"
"1303316","欢迎来到科林伍德","74","喜剧","6.9","2002-09-07","2002"
"1303334","禁室迷情夜","199","惊悚","5.1","2000-10-26","2000"
"1303368","千年之恋之源氏物语","11871","剧情","7.1","2001-12-15","2001"
"1303397","地狱醒龙","2184","剧情","6.9","2003-06-14","2003"
"1303434","秘语十七小时","682","剧情","6.8","2002-01-29","2001"
"1303439","下岗风波","988","喜剧","7.5","2001-01-17","2001"
"1303442","恶意的诱惑","148","剧情","6.5","2001-09-18","2000"
"1303443","迷惑","503","剧情","6.9","2000-09-27","2000"
"1303447","火星任务","21767","剧情","7.6","2000-03-06","2000"
"1303448","伊斯特·康","459","剧情","8","2000-10-04","2000"
"1303593","职业武器","47","剧情","7.3","2001-05-11","2001"
"1303613","下一件好事","155","喜剧","5.9","2000-03-03","2000"
"1303621","史前大章鱼","386","动作","4.4","2000-09-21","2000"
