"291","2019"
"817","2018"
"980","2017"
"1196","2016"
"1229","2015"
"1170","2014"
"1082","2013"
"1059","2012"
"1024","2011"
"982","2010"
"1002","2009"
"863","2008"
"855","2007"
"850","2006"
"632","2005"
"596","2004"
"509","2003"
"521","2002"
"485","2001"
"457","2000"
